,gender,age,party,hasMCTfamily,loveMoney,loveFerrisWheel,fanOfHan
2951,male,11,KMT,0,1,1,1
2952,male,44,KMT,0,0,0,0
2953,female,30,KMT,0,1,1,1
2954,female,47,None,0,1,0,0
2955,male,58,KMT,0,1,0,0
2956,male,47,None,0,0,0,0
2957,male,64,KMT,1,0,0,0
2958,male,72,KMT,0,0,1,1
2959,female,49,None,1,1,1,1
2960,male,48,KMT,0,0,0,0
2961,female,63,KMT,0,1,0,1
2962,male,40,KMT,1,0,1,1
2963,female,39,KMT,0,1,0,0
2964,male,40,Democratic Progressive Party,0,0,0,0
2965,female,37,None,0,1,0,0
2966,female,32,None,0,1,1,0
2967,female,51,None,0,1,0,0
2968,male,59,None,0,0,1,0
2969,female,34,Democratic Progressive Party,0,0,1,0
2970,male,50,Democratic Progressive Party,0,1,1,0
2971,female,45,None,0,1,1,0
2972,female,51,KMT,0,1,1,1
2973,female,28,None,0,1,0,0
2974,female,42,Democratic Progressive Party,0,0,1,0
2975,female,61,Democratic Progressive Party,0,0,1,0
2976,male,60,KMT,0,0,1,1
2977,male,37,KMT,0,1,1,1
2978,male,34,None,0,1,0,0
2979,female,42,Democratic Progressive Party,0,0,0,0
2980,female,47,Democratic Progressive Party,0,0,0,0
2981,male,58,None,1,1,0,1
2982,male,53,KMT,0,0,0,0
2983,female,64,None,0,1,0,0
2984,female,44,KMT,0,0,0,0
2985,female,60,KMT,0,1,0,1
2986,female,67,KMT,0,0,0,1
2987,male,57,Democratic Progressive Party,0,0,1,0
2988,male,49,None,0,1,1,0
2989,female,40,Democratic Progressive Party,0,1,1,0
2990,male,59,None,1,0,0,0
2991,male,60,KMT,0,1,1,1
2992,male,49,KMT,0,0,0,0
2993,female,56,KMT,0,0,1,1
2994,male,44,None,1,1,0,1
2995,female,61,Democratic Progressive Party,1,1,0,1
2996,male,86,None,0,1,0,0
2997,male,52,None,0,1,1,0
2998,male,70,None,0,0,0,0
2999,female,34,KMT,0,1,1,1
3000,female,28,None,0,1,1,0
3001,female,76,Democratic Progressive Party,0,0,0,0
3002,female,34,KMT,0,1,1,1
3003,female,54,KMT,1,1,0,0
3004,male,36,None,0,0,0,0
3005,female,42,None,0,1,0,0
3006,male,48,Democratic Progressive Party,0,1,1,0
3007,male,23,None,0,1,1,0
3008,male,64,None,1,0,0,0
3009,female,38,None,0,0,1,0
3010,female,22,None,1,0,1,0
3011,female,75,Democratic Progressive Party,1,1,1,1
3012,male,38,None,1,1,1,1
3013,male,76,Democratic Progressive Party,0,0,1,0
3014,male,56,None,0,1,1,0
3015,female,44,KMT,0,0,0,0
3016,female,53,None,0,1,0,0
3017,female,61,None,0,0,0,0
3018,male,44,KMT,0,1,1,1
3019,male,34,None,0,1,1,0
3020,male,71,None,0,0,1,0
3021,male,60,Democratic Progressive Party,0,1,1,0
3022,male,53,KMT,0,1,0,0
3023,female,28,None,0,1,1,0
3024,male,56,KMT,0,1,0,0
3025,male,36,Democratic Progressive Party,1,0,1,0
3026,female,63,None,0,1,1,0
3027,male,52,KMT,0,0,1,1
3028,female,33,Democratic Progressive Party,0,0,1,0
3029,female,19,KMT,0,1,1,1
3030,male,47,Democratic Progressive Party,1,1,0,1
3031,female,57,KMT,0,1,1,1
3032,male,34,Democratic Progressive Party,0,0,0,0
3033,female,30,None,0,1,0,0
3034,male,29,None,0,1,0,0
3035,male,31,None,0,1,0,0
3036,male,60,Democratic Progressive Party,0,1,1,0
3037,female,31,None,0,1,1,0
3038,male,32,None,0,0,1,0
3039,female,37,None,0,1,0,0
3040,male,47,None,0,1,0,0
3041,male,63,None,0,1,0,0
3042,female,51,None,0,0,0,0
3043,male,65,None,1,1,0,1
3044,male,55,KMT,0,0,0,0
3045,female,26,Democratic Progressive Party,0,0,1,0
3046,female,32,Democratic Progressive Party,0,0,1,0
3047,male,48,None,1,0,0,0
3048,female,25,None,0,1,1,0
3049,female,45,None,0,1,0,0
3050,male,48,None,1,1,1,1
3051,female,35,None,0,0,1,0
3052,female,49,None,0,1,1,0
3053,female,45,None,0,0,1,0
3054,female,33,KMT,0,0,1,1
3055,female,57,KMT,0,1,0,1
3056,male,80,KMT,0,1,0,0
3057,female,54,None,0,0,0,0
3058,female,52,Democratic Progressive Party,0,1,0,0
3059,female,42,None,0,1,0,0
3060,male,32,None,1,1,1,1
3061,male,44,None,0,0,1,0
3062,male,31,None,0,0,1,0
3063,male,46,Democratic Progressive Party,0,1,1,0
3064,female,45,Democratic Progressive Party,0,0,1,0
3065,female,25,None,0,0,1,0
3066,female,50,KMT,0,1,1,1
3067,male,56,None,1,0,0,0
3068,male,42,Democratic Progressive Party,0,0,0,0
3069,female,58,KMT,0,1,1,1
3070,female,86,KMT,0,0,0,1
3071,female,49,None,0,0,1,0
3072,female,41,KMT,1,0,1,1
3073,female,40,None,0,0,0,0
3074,female,28,KMT,0,1,1,1
3075,female,50,None,1,0,0,0
3076,male,51,None,1,0,0,0
3077,female,36,Democratic Progressive Party,0,1,1,0
3078,female,37,KMT,0,0,0,0
3079,female,35,Democratic Progressive Party,0,0,1,0
3080,female,41,None,0,0,1,0
3081,male,44,None,0,0,0,0
3082,male,37,KMT,0,1,1,1
3083,male,52,KMT,0,1,0,0
3084,male,48,None,1,0,0,0
3085,male,25,None,0,0,0,0
3086,male,33,KMT,0,1,1,1
3087,female,40,None,1,0,1,0
3088,female,42,None,1,1,1,1
3089,female,56,Democratic Progressive Party,0,0,1,0
3090,male,47,Democratic Progressive Party,0,1,1,0
3091,male,39,Democratic Progressive Party,0,1,0,0
3092,male,50,None,1,1,1,1
3093,female,47,None,0,0,1,0
3094,male,67,KMT,0,1,0,0
3095,female,68,None,0,0,0,0
3096,male,31,KMT,1,0,1,1
3097,female,35,None,1,0,0,0
3098,female,61,KMT,0,1,1,1
3099,female,49,None,0,0,0,0
3100,male,30,None,1,1,1,1
3101,female,59,KMT,0,1,0,1
3102,female,45,None,0,0,0,0
3103,female,37,Democratic Progressive Party,1,1,0,1
3104,male,61,Democratic Progressive Party,0,1,1,0
3105,female,44,Democratic Progressive Party,1,0,0,0
3106,female,77,None,0,0,0,0
3107,female,20,None,0,0,1,0
3108,female,56,Democratic Progressive Party,1,1,1,1
3109,male,43,None,0,0,0,0
3110,male,46,KMT,0,0,1,1
3111,female,58,None,0,0,1,0
3112,female,37,Democratic Progressive Party,0,0,1,0
3113,male,73,None,0,1,1,0
3114,female,28,KMT,0,0,1,1
3115,female,30,None,0,0,1,0
3116,female,18,Democratic Progressive Party,0,1,0,0
3117,female,53,KMT,1,1,0,0
3118,male,54,None,0,1,0,0
3119,female,45,None,0,1,1,0
3120,female,79,None,0,1,1,0
3121,female,45,None,0,1,1,0
3122,male,44,KMT,0,0,1,1
3123,female,24,None,0,1,0,0
3124,male,47,KMT,0,1,1,1
3125,male,48,None,0,0,0,0
3126,male,54,KMT,0,1,1,1
3127,female,53,None,1,1,1,1
3128,female,58,Democratic Progressive Party,0,1,0,0
3129,female,59,None,0,1,0,0
3130,male,63,KMT,0,0,1,1
3131,female,60,KMT,0,0,0,1
3132,female,58,None,0,1,1,0
3133,male,59,None,0,1,1,0
3134,female,41,None,1,0,1,0
3135,female,59,None,0,1,0,0
3136,male,53,KMT,0,1,0,0
3137,male,67,KMT,0,0,0,0
3138,female,34,KMT,0,1,1,1
3139,male,22,None,0,1,1,0
3140,female,34,None,0,0,0,0
3141,male,54,Democratic Progressive Party,0,0,0,0
3142,female,53,None,0,0,0,0
3143,male,48,Democratic Progressive Party,0,1,1,0
3144,male,56,KMT,1,0,1,1
3145,male,45,Democratic Progressive Party,0,1,1,0
3146,female,25,Democratic Progressive Party,1,1,1,1
3147,female,45,KMT,0,0,1,1
3148,male,68,KMT,0,1,0,0
3149,male,42,None,1,1,0,1
3150,male,57,None,0,1,0,0
3151,male,54,Democratic Progressive Party,0,1,1,0
3152,male,56,None,0,1,1,0
3153,female,46,None,0,0,1,0
3154,female,33,KMT,0,0,1,1
3155,male,66,Democratic Progressive Party,0,0,1,0
3156,male,64,Democratic Progressive Party,1,1,1,1
3157,female,48,None,0,0,1,0
3158,male,68,Democratic Progressive Party,0,0,0,0
3159,male,27,KMT,0,0,1,1
3160,male,68,Democratic Progressive Party,0,1,1,0
3161,female,58,Democratic Progressive Party,1,1,1,1
3162,male,43,KMT,0,1,0,0
3163,male,37,KMT,0,1,0,0
3164,male,16,KMT,0,0,1,1
3165,male,41,KMT,0,0,1,1
3166,male,34,KMT,1,0,1,1
3167,female,62,None,0,1,1,0
3168,female,34,KMT,0,0,0,0
3169,male,58,None,0,0,1,0
3170,female,47,None,0,1,0,0
3171,male,51,KMT,1,1,1,1
3172,female,54,None,0,0,1,0
3173,male,36,KMT,0,1,1,1
3174,male,65,Democratic Progressive Party,0,0,1,0
3175,female,51,None,0,1,0,0
3176,female,42,Democratic Progressive Party,0,0,1,0
3177,male,34,None,1,0,1,0
3178,female,68,Democratic Progressive Party,0,0,0,0
3179,male,33,Democratic Progressive Party,0,0,1,0
3180,female,37,None,1,0,1,0
3181,female,30,None,0,1,1,0
3182,male,48,None,1,1,1,1
3183,male,18,KMT,0,1,0,0
3184,male,42,KMT,0,1,0,0
3185,female,53,KMT,0,0,1,1
3186,male,57,None,0,1,0,0
3187,male,49,None,1,0,0,0
3188,male,62,KMT,1,1,1,1
3189,male,50,Democratic Progressive Party,0,1,0,0
3190,male,34,None,0,1,1,0
3191,female,62,KMT,1,0,1,1
3192,female,78,Democratic Progressive Party,0,0,1,0
3193,female,55,Democratic Progressive Party,0,0,0,0
3194,male,43,Democratic Progressive Party,1,0,0,0
3195,male,56,Democratic Progressive Party,0,1,1,0
3196,female,36,Democratic Progressive Party,0,1,1,0
3197,male,45,KMT,0,1,0,0
3198,male,73,KMT,0,1,1,1
3199,male,48,None,0,0,1,0
3200,female,54,Democratic Progressive Party,0,1,1,0
3201,female,62,None,0,0,1,0
3202,male,82,KMT,0,0,0,0
3203,male,67,None,0,1,1,0
3204,male,68,Democratic Progressive Party,0,1,1,0
3205,male,83,Democratic Progressive Party,0,0,1,0
3206,female,24,Democratic Progressive Party,1,0,1,0
3207,female,50,None,0,1,0,0
3208,female,45,KMT,0,0,1,1
3209,male,48,KMT,0,0,1,1
3210,male,56,KMT,0,1,1,1
3211,female,29,None,0,1,0,0
3212,male,74,KMT,0,0,1,1
3213,male,49,Democratic Progressive Party,0,1,0,0
3214,female,43,None,0,1,1,0
3215,female,74,None,0,1,0,0
3216,male,73,None,0,0,1,0
3217,female,39,KMT,0,1,0,0
3218,female,54,KMT,0,0,0,0
3219,female,48,KMT,0,0,1,1
3220,female,73,None,0,0,0,0
3221,female,48,None,0,1,0,0
3222,male,84,Democratic Progressive Party,0,1,1,0
3223,male,75,KMT,0,0,0,0
3224,female,73,None,1,1,1,1
3225,female,75,Democratic Progressive Party,0,0,1,0
3226,female,37,None,0,0,0,0
3227,female,69,None,0,0,1,0
3228,male,43,None,0,1,0,0
3229,male,61,KMT,1,1,0,0
3230,male,30,None,1,0,1,0
3231,male,63,None,1,0,1,0
3232,male,38,Democratic Progressive Party,0,1,1,0
3233,male,51,None,0,1,0,0
3234,female,26,KMT,1,1,0,0
3235,male,24,None,0,0,1,0
3236,male,48,KMT,1,1,1,1
3237,male,50,None,0,0,0,0
3238,female,30,Democratic Progressive Party,0,0,1,0
3239,male,54,None,0,1,1,0
3240,male,76,None,1,0,0,0
3241,male,46,KMT,0,0,0,0
3242,female,55,None,0,1,0,0
3243,male,58,Democratic Progressive Party,0,1,0,0
3244,male,68,Democratic Progressive Party,1,1,1,1
3245,female,35,None,0,1,0,0
3246,female,59,KMT,0,1,0,1
3247,male,37,None,0,0,1,0
3248,female,52,KMT,1,0,0,0
3249,female,82,None,0,1,0,0
3250,male,53,None,0,1,0,0
3251,female,65,None,0,1,0,0
3252,female,63,Democratic Progressive Party,0,0,1,0
3253,female,49,None,0,0,1,0
3254,female,66,None,1,1,1,1
3255,female,68,KMT,1,0,0,1
3256,female,61,KMT,0,1,0,1
3257,male,31,None,1,1,0,1
3258,male,34,None,0,1,0,0
3259,female,43,KMT,0,0,1,1
3260,female,43,Democratic Progressive Party,0,1,0,0
3261,male,33,None,0,1,1,0
3262,male,49,KMT,1,0,1,1
3263,male,45,KMT,0,1,1,1
3264,female,76,KMT,1,1,1,1
3265,male,57,Democratic Progressive Party,0,1,1,0
3266,male,54,Democratic Progressive Party,0,1,1,0
3267,female,64,KMT,0,1,1,1
3268,male,44,None,0,1,0,0
3269,male,86,None,0,0,1,0
3270,male,48,None,0,0,1,0
3271,female,34,None,1,0,0,0
3272,male,25,None,0,1,0,0
3273,female,68,None,0,1,0,0
3274,female,80,KMT,0,1,1,1
3275,female,46,KMT,0,1,1,1
3276,female,47,Democratic Progressive Party,0,1,0,0
3277,male,86,KMT,0,1,0,0
3278,female,33,KMT,0,1,1,1
3279,female,60,None,0,1,1,0
3280,female,63,KMT,1,1,0,1
3281,male,59,KMT,0,0,0,0
3282,male,44,Democratic Progressive Party,0,1,1,0
3283,male,31,None,0,0,1,0
3284,male,43,KMT,0,0,1,1
3285,male,32,Democratic Progressive Party,1,0,1,0
3286,female,31,None,0,0,1,0
3287,female,23,Democratic Progressive Party,0,0,0,0
3288,male,65,None,0,0,1,0
3289,male,58,KMT,0,0,1,1
3290,male,49,KMT,1,1,1,1
3291,male,52,None,0,1,0,0
3292,male,63,None,0,1,0,0
3293,female,59,KMT,0,0,0,1
3294,male,66,KMT,0,0,1,1
3295,female,72,None,0,0,1,0
3296,female,40,Democratic Progressive Party,1,0,0,0
3297,male,43,Democratic Progressive Party,0,1,1,0
3298,male,54,KMT,0,0,0,0
3299,male,61,None,0,0,0,0
3300,male,59,KMT,0,0,1,1
3301,female,57,None,0,1,0,0
3302,female,70,KMT,0,0,0,1
3303,female,78,Democratic Progressive Party,0,0,0,0
3304,male,52,KMT,0,0,1,1
3305,female,53,None,0,0,1,0
3306,female,55,None,0,1,1,0
3307,female,74,None,1,1,0,1
3308,male,45,KMT,0,1,1,1
3309,female,42,None,0,0,0,0
3310,male,48,KMT,0,0,1,1
3311,male,64,Democratic Progressive Party,1,0,1,0
3312,female,53,None,0,0,0,0
3313,female,63,None,1,1,1,1
3314,female,61,Democratic Progressive Party,0,1,1,0
3315,male,37,None,1,1,1,1
3316,female,30,None,0,0,1,0
3317,female,65,Democratic Progressive Party,1,1,1,1
3318,male,51,None,0,0,0,0
3319,female,58,None,0,1,0,0
3320,male,44,None,1,1,1,1
3321,male,45,Democratic Progressive Party,0,1,1,0
3322,male,39,Democratic Progressive Party,0,1,0,0
3323,female,62,KMT,0,1,0,1
3324,male,52,KMT,0,1,0,0
3325,female,53,Democratic Progressive Party,0,0,0,0
3326,female,61,None,0,0,1,0
3327,male,27,None,0,1,0,0
3328,male,56,KMT,0,1,1,1
3329,female,52,KMT,0,0,1,1
3330,female,53,None,0,1,0,0
3331,female,49,KMT,0,0,1,1
3332,male,33,KMT,0,1,0,0
3333,female,58,Democratic Progressive Party,0,1,1,0
3334,male,43,None,0,1,1,0
3335,female,65,KMT,0,1,0,1
3336,male,45,None,0,1,0,0
3337,female,53,Democratic Progressive Party,0,0,0,0
3338,male,22,None,0,1,0,0
3339,female,58,Democratic Progressive Party,0,0,0,0
3340,female,73,KMT,0,1,1,1
3341,male,43,None,1,1,1,1
3342,female,44,None,0,1,0,0
3343,male,41,Democratic Progressive Party,0,1,0,0
3344,male,52,None,0,1,0,0
3345,female,53,KMT,0,0,0,0
3346,male,60,Democratic Progressive Party,0,1,0,0
3347,male,36,None,1,0,0,0
3348,male,47,Democratic Progressive Party,0,0,0,0
3349,female,44,None,0,1,0,0
3350,female,41,None,0,1,0,0
3351,male,22,Democratic Progressive Party,1,1,1,1
3352,female,45,KMT,1,0,0,0
3353,male,73,None,0,1,1,0
3354,female,24,KMT,0,1,1,1
3355,male,28,None,0,1,0,0
3356,male,42,None,0,0,0,0
3357,female,41,Democratic Progressive Party,0,0,0,0
3358,male,45,Democratic Progressive Party,1,1,0,1
3359,male,62,KMT,0,0,0,0
3360,female,56,None,0,0,1,0
3361,female,55,KMT,0,0,0,1
3362,male,25,Democratic Progressive Party,0,0,0,0
3363,female,54,None,0,0,1,0
3364,male,31,KMT,1,0,0,0
3365,female,42,None,0,1,1,0
3366,male,39,None,0,0,1,0
3367,female,69,None,0,0,0,0
3368,male,24,None,0,1,0,0
3369,male,54,KMT,0,0,1,1
3370,female,40,None,0,1,1,0
3371,male,32,Democratic Progressive Party,0,0,0,0
3372,female,48,KMT,0,0,0,0
3373,female,67,None,0,0,0,0
3374,male,67,Democratic Progressive Party,0,1,0,0
3375,female,55,KMT,0,1,0,1
3376,female,67,KMT,0,0,0,1
3377,female,58,KMT,0,0,1,1
3378,male,55,Democratic Progressive Party,0,1,0,0
3379,male,46,None,0,0,1,0
3380,male,51,KMT,0,1,1,1
3381,male,39,Democratic Progressive Party,0,1,0,0
3382,male,62,None,0,1,0,0
3383,female,36,Democratic Progressive Party,1,0,0,0
3384,male,56,Democratic Progressive Party,0,1,1,0
3385,female,55,Democratic Progressive Party,0,0,0,0
3386,female,21,None,1,1,1,1
3387,male,68,KMT,0,1,0,0
3388,male,36,KMT,0,1,1,1
3389,female,63,None,0,1,0,0
3390,female,43,KMT,0,0,0,0
3391,male,67,None,0,0,0,0
3392,male,42,None,0,0,0,0
3393,female,65,KMT,0,0,0,1
3394,female,50,Democratic Progressive Party,1,0,1,0
3395,male,39,Democratic Progressive Party,0,1,1,0
3396,female,25,KMT,0,0,1,1
3397,female,31,KMT,0,1,0,0
3398,male,57,Democratic Progressive Party,1,0,1,0
3399,male,59,None,0,0,0,0
3400,male,40,None,0,1,0,0
3401,female,43,KMT,0,1,1,1
3402,female,27,KMT,0,1,1,1
3403,female,54,None,0,1,0,0
3404,female,49,KMT,0,0,0,0
3405,female,50,None,1,1,1,1
3406,male,37,Democratic Progressive Party,0,0,1,0
3407,female,53,Democratic Progressive Party,1,0,0,0
3408,male,25,KMT,1,0,0,0
3409,female,57,None,0,1,0,0
3410,female,70,None,1,0,0,0
3411,female,64,None,0,0,0,0
3412,male,74,None,0,1,0,0
3413,female,51,KMT,1,1,1,1
3414,male,30,None,1,0,1,0
3415,female,74,None,0,1,1,0
3416,male,39,KMT,0,0,1,1
3417,male,55,None,0,0,0,0
3418,female,86,KMT,0,0,1,1
3419,female,46,None,0,1,0,0
3420,male,62,None,0,0,1,0
3421,male,71,KMT,0,1,1,1
3422,female,59,None,0,0,1,0
3423,female,45,KMT,0,1,1,1
3424,male,50,KMT,0,1,1,1
3425,male,32,None,0,0,1,0
3426,female,47,None,1,0,1,0
3427,male,43,KMT,0,1,1,1
3428,male,59,KMT,0,0,0,0
3429,male,69,None,0,1,1,0
3430,male,33,KMT,0,0,1,1
3431,male,26,None,0,1,1,0
3432,female,58,Democratic Progressive Party,1,1,0,1
3433,female,55,Democratic Progressive Party,0,0,1,0
3434,male,47,KMT,1,1,0,0
3435,male,56,None,0,0,1,0
3436,female,60,Democratic Progressive Party,0,0,0,0
3437,male,56,Democratic Progressive Party,0,0,0,0
3438,male,40,Democratic Progressive Party,0,0,0,0
3439,female,47,KMT,1,0,0,0
3440,male,40,None,1,1,1,1
3441,male,74,KMT,0,1,0,0
3442,male,54,Democratic Progressive Party,1,1,1,1
3443,male,34,None,1,1,1,1
3444,male,71,KMT,0,0,1,1
3445,female,29,None,0,1,1,0
3446,female,52,Democratic Progressive Party,0,0,0,0
3447,male,41,None,1,0,1,0
3448,male,83,KMT,0,1,1,1
3449,male,31,None,0,0,1,0
3450,female,12,KMT,1,0,0,0
3451,male,47,KMT,0,0,1,1
3452,female,47,KMT,1,1,0,0
3453,male,43,None,0,1,1,0
3454,female,51,KMT,1,1,0,0
3455,male,37,KMT,0,1,0,0
3456,female,71,Democratic Progressive Party,0,0,0,0
3457,male,46,None,0,0,1,0
3458,male,36,None,0,0,1,0
3459,female,64,KMT,0,1,0,1
3460,female,68,KMT,0,1,0,1
3461,female,53,None,0,1,0,0
3462,male,28,KMT,0,0,0,0
3463,female,55,KMT,0,1,1,1
3464,female,25,None,0,1,0,0
3465,male,50,Democratic Progressive Party,0,0,0,0
3466,female,50,None,0,1,1,0
3467,female,59,None,1,1,0,1
3468,male,66,None,0,0,0,0
3469,female,41,None,0,1,1,0
3470,female,52,None,0,1,0,0
3471,female,41,None,0,0,0,0
3472,female,43,None,0,0,1,0
3473,male,57,KMT,0,1,1,1
3474,female,67,KMT,0,1,0,1
3475,female,62,None,0,1,1,0
3476,male,16,None,0,1,1,0
3477,female,84,KMT,0,0,0,1
3478,male,41,Democratic Progressive Party,0,0,1,0
3479,female,62,None,0,0,1,0
3480,male,55,None,0,1,1,0
3481,male,56,None,0,0,0,0
3482,male,38,KMT,1,1,0,0
3483,female,63,KMT,0,1,0,1
3484,female,37,None,0,1,0,0
3485,male,59,KMT,0,1,1,1
3486,female,57,None,0,1,0,0
3487,male,43,KMT,0,1,1,1
3488,female,65,KMT,0,0,0,1
3489,female,51,None,0,1,1,0
3490,male,43,None,0,1,0,0
3491,male,2,KMT,0,0,1,1
3492,male,80,Democratic Progressive Party,0,1,0,0
3493,female,24,KMT,1,1,1,1
3494,male,68,KMT,0,0,0,0
3495,male,46,KMT,0,0,1,1
3496,male,64,KMT,1,0,1,1
3497,female,70,KMT,0,1,1,1
3498,male,33,None,0,0,1,0
3499,female,33,KMT,0,0,0,0
3500,male,43,KMT,0,1,0,0
3501,male,53,KMT,0,0,1,1
3502,female,68,KMT,0,0,1,1
3503,male,65,None,0,1,0,0
3504,male,22,None,0,1,1,0
3505,male,40,None,0,1,1,0
3506,female,56,Democratic Progressive Party,0,0,0,0
3507,male,47,Democratic Progressive Party,0,1,1,0
3508,female,67,Democratic Progressive Party,0,0,0,0
3509,male,73,None,0,1,1,0
3510,female,29,None,0,1,0,0
3511,female,35,KMT,0,1,0,0
3512,male,79,KMT,0,0,0,0
3513,female,67,None,0,0,0,0
3514,female,40,Democratic Progressive Party,0,0,0,0
3515,male,33,None,0,0,1,0
3516,female,43,None,0,1,1,0
3517,male,43,None,0,1,0,0
3518,male,52,None,1,1,1,1
3519,male,65,KMT,0,0,0,0
3520,female,63,None,0,1,0,0
3521,female,72,KMT,0,1,1,1
3522,male,64,KMT,0,1,0,0
3523,male,50,KMT,1,0,1,1
3524,male,42,None,1,0,0,0
3525,male,63,None,0,0,0,0
3526,female,45,None,0,1,0,0
3527,male,65,Democratic Progressive Party,0,0,0,0
3528,female,60,None,0,1,1,0
3529,male,43,KMT,0,1,1,1
3530,male,41,KMT,0,0,0,0
3531,male,39,None,0,1,0,0
3532,female,29,None,0,0,1,0
3533,male,28,KMT,0,0,1,1
3534,male,71,Democratic Progressive Party,0,0,0,0
3535,male,44,Democratic Progressive Party,0,0,1,0
3536,male,53,Democratic Progressive Party,0,0,0,0
3537,male,47,KMT,0,1,0,0
3538,female,67,Democratic Progressive Party,1,0,0,0
3539,male,71,None,0,1,0,0
3540,male,56,None,0,0,0,0
3541,female,49,None,0,0,0,0
3542,male,44,KMT,1,1,1,1
3543,male,44,None,0,0,0,0
3544,female,61,None,0,1,0,0
3545,male,60,None,0,0,0,0
3546,female,55,Democratic Progressive Party,0,0,1,0
3547,male,33,None,1,1,1,1
3548,male,52,None,0,1,0,0
3549,female,26,None,1,1,0,1
3550,male,26,Democratic Progressive Party,0,0,1,0
3551,female,69,KMT,0,0,0,1
3552,male,79,None,0,1,1,0
3553,female,36,Democratic Progressive Party,0,0,0,0
3554,female,26,KMT,0,0,1,1
3555,female,50,KMT,1,1,1,1
3556,male,45,KMT,0,0,0,0
3557,male,44,KMT,0,1,1,1
3558,male,72,None,0,0,1,0
3559,female,53,Democratic Progressive Party,1,1,0,1
3560,male,69,KMT,0,1,1,1
3561,male,54,None,0,0,0,0
3562,male,53,KMT,0,0,0,0
3563,male,49,KMT,0,1,1,1
3564,male,50,None,0,0,1,0
3565,male,64,KMT,0,1,1,1
3566,female,64,KMT,0,1,1,1
3567,male,40,None,0,0,1,0
3568,female,21,None,0,1,0,0
3569,male,42,None,1,1,0,1
3570,female,55,KMT,0,1,0,1
3571,female,53,KMT,0,0,1,1
3572,female,59,Democratic Progressive Party,1,0,1,0
3573,female,52,KMT,0,1,1,1
3574,male,52,KMT,0,1,0,0
3575,male,42,None,0,1,1,0
3576,female,26,None,1,1,0,1
3577,female,63,KMT,0,0,1,1
3578,male,42,Democratic Progressive Party,0,1,1,0
3579,male,33,Democratic Progressive Party,1,1,1,1
3580,male,47,KMT,0,1,0,0
3581,female,35,KMT,1,1,0,0
3582,male,71,Democratic Progressive Party,0,0,0,0
3583,female,4,KMT,0,0,0,0
3584,female,71,Democratic Progressive Party,0,0,0,0
3585,male,35,KMT,0,0,1,1
3586,female,41,None,1,0,1,0
3587,female,49,KMT,0,1,1,1
3588,female,52,KMT,0,1,1,1
3589,female,34,KMT,0,1,1,1
3590,male,33,Democratic Progressive Party,0,1,1,0
3591,female,67,Democratic Progressive Party,0,1,1,0
3592,female,51,None,0,1,0,0
3593,female,83,None,0,0,0,0
3594,female,50,None,1,0,0,0
3595,male,45,None,0,0,0,0
3596,male,18,None,0,0,0,0
3597,male,18,None,0,1,1,0
3598,female,72,KMT,0,1,0,1
3599,female,63,Democratic Progressive Party,0,0,0,0
3600,female,67,None,0,0,1,0
3601,male,74,None,0,1,1,0
3602,female,55,None,0,1,1,0
3603,male,63,Democratic Progressive Party,0,1,1,0
3604,male,46,None,1,1,0,1
3605,male,21,Democratic Progressive Party,0,0,0,0
3606,male,23,KMT,1,1,1,1
3607,female,42,Democratic Progressive Party,1,1,0,1
3608,male,57,None,0,0,0,0
3609,female,69,None,0,1,1,0
3610,male,48,KMT,0,1,1,1
3611,male,49,None,1,0,0,0
3612,male,77,Democratic Progressive Party,0,0,1,0
3613,male,33,KMT,0,1,0,0
3614,male,65,None,0,1,0,0
3615,female,40,KMT,0,0,1,1
3616,male,81,KMT,0,0,1,1
3617,female,68,None,1,0,1,0
3618,female,58,KMT,0,0,1,1
3619,male,43,Democratic Progressive Party,0,0,0,0
3620,female,51,Democratic Progressive Party,0,1,0,0
3621,female,53,None,0,0,1,0
3622,male,34,None,1,0,0,0
3623,male,53,KMT,1,1,0,0
3624,female,71,None,0,0,1,0
3625,male,54,KMT,0,0,0,0
3626,male,57,KMT,0,0,1,1
3627,male,64,None,0,1,0,0
3628,male,65,None,0,0,0,0
3629,male,57,None,0,0,1,0
3630,female,85,Democratic Progressive Party,0,0,0,0
3631,female,35,KMT,0,1,1,1
3632,male,58,None,0,0,1,0
3633,female,68,KMT,1,0,1,1
3634,male,54,Democratic Progressive Party,0,0,0,0
3635,male,40,Democratic Progressive Party,0,1,1,0
3636,female,31,None,0,1,1,0
3637,female,44,None,0,0,0,0
3638,male,58,None,0,1,1,0
3639,female,48,None,0,1,1,0
3640,male,43,Democratic Progressive Party,0,0,1,0
3641,female,48,None,0,1,1,0
3642,female,19,None,0,0,1,0
3643,male,65,None,0,0,1,0
3644,male,65,KMT,0,1,0,0
3645,female,51,None,0,0,0,0
3646,female,48,None,1,0,0,0
3647,female,33,None,1,1,1,1
3648,female,78,None,0,1,1,0
3649,female,28,None,0,0,0,0
3650,female,45,KMT,0,1,1,1
3651,female,55,Democratic Progressive Party,0,1,0,0
3652,female,47,None,0,1,0,0
3653,male,31,None,1,1,1,1
3654,male,29,KMT,0,0,0,0
3655,female,51,Democratic Progressive Party,0,1,1,0
3656,male,63,None,0,1,0,0
3657,male,69,None,0,1,1,0
3658,male,69,None,0,1,0,0
3659,male,43,Democratic Progressive Party,0,1,0,0
3660,male,48,KMT,0,0,1,1
3661,male,40,Democratic Progressive Party,0,0,1,0
